gene	species	dN	dS	dNdS
ENSGACG00000017520_ENSGACT00000017546	ref	0.0036	0.1284	0.0278
ENSGACG00000017520_ENSGACT00000017546	pun	0.0000	0.0479	0.0010
ENSGACG00000017520_ENSGACT00000017546	sin	0.0000	0.0408	0.0010
ENSGACG00000017521_ENSGACT00000023769	ref	0.0087	0.1713	0.0507
ENSGACG00000017521_ENSGACT00000023769	pun	0.0000	0.0434	0.0010
ENSGACG00000017521_ENSGACT00000023769	sin	0.0000	0.0434	0.0010
ENSGACG00000017522_ENSGACT00000017543	ref	0.0108	0.0001	99.0000
ENSGACG00000017522_ENSGACT00000017543	pun	0.0000	0.0000	0.0010
ENSGACG00000017522_ENSGACT00000017543	sin	0.0000	0.0000	0.0451
ENSGACG00000017524_ENSGACT00000023774	ref	0.0080	0.1468	0.0543
ENSGACG00000017524_ENSGACT00000023774	pun	0.0082	0.0001	99.0000
ENSGACG00000017524_ENSGACT00000023774	sin	0.0082	0.0001	99.0000
ENSGACG00000017525_ENSGACT00000004392	ref	0.0140	0.0982	0.1423
ENSGACG00000017525_ENSGACT00000004392	pun	0.0022	0.0350	0.0640
ENSGACG00000017525_ENSGACT00000004392	sin	0.0011	0.0123	0.0890
ENSGACG00000017526_ENSGACT00000023779	ref	0.0000	0.0000	0.3369
ENSGACG00000017526_ENSGACT00000023779	pun	0.0000	0.0000	0.3107
ENSGACG00000017526_ENSGACT00000023779	sin	0.0000	0.0000	0.0010
ENSGACG00000017528_ENSGACT00000004403	ref	0.0101	0.1400	0.0725
ENSGACG00000017528_ENSGACT00000004403	pun	0.0083	0.0157	0.5267
ENSGACG00000017528_ENSGACT00000004403	sin	0.0000	0.0000	0.4840
ENSGACG00000017529_ENSGACT00000022003	ref	0.0199	0.1723	0.1154
ENSGACG00000017529_ENSGACT00000022003	pun	0.0029	0.0219	0.1320
ENSGACG00000017529_ENSGACT00000022003	sin	0.0035	0.0297	0.1164
ENSGACG00000017530_ENSGACT00000023787	ref	0.0209	0.0002	99.0000
ENSGACG00000017530_ENSGACT00000023787	pun	0.0000	0.0000	2.0000
ENSGACG00000017530_ENSGACT00000023787	sin	0.0000	0.0460	0.0010
ENSGACG00000017531_ENSGACT00000017460	ref	0.0000	0.0000	0.0010
ENSGACG00000017531_ENSGACT00000017460	pun	0.0000	0.0000	0.0010
ENSGACG00000017531_ENSGACT00000017460	sin	0.0000	0.0000	0.0010
ENSGACG00000017532_ENSGACT00000023787	ref	0.0009	0.0620	0.0148
ENSGACG00000017532_ENSGACT00000023787	pun	0.0000	0.0071	0.0010
ENSGACG00000017532_ENSGACT00000023787	sin	0.0000	0.0166	0.0010
ENSGACG00000017532_ENSGACT00000023791	ref	0.0008	0.0869	0.0087
ENSGACG00000017532_ENSGACT00000023791	pun	0.0000	0.0118	0.0010
ENSGACG00000017532_ENSGACT00000023791	sin	0.0000	0.0099	0.0010
ENSGACG00000017534_ENSGACT00000004482	ref	0.0130	0.0981	0.1326
ENSGACG00000017534_ENSGACT00000004482	pun	0.0122	0.0568	0.2154
ENSGACG00000017534_ENSGACT00000004482	sin	0.0000	0.0000	1.0286
ENSGACG00000017535_ENSGACT00000023746	ref	0.0142	0.0441	0.3209
ENSGACG00000017535_ENSGACT00000023746	pun	0.0026	0.0241	0.1095
ENSGACG00000017535_ENSGACT00000023746	sin	0.0013	0.0048	0.2771
ENSGACG00000017536_ENSGACT00000022022	ref	0.0301	0.1406	0.2142
ENSGACG00000017536_ENSGACT00000022022	pun	0.0117	0.0094	1.2484
ENSGACG00000017536_ENSGACT00000022022	sin	0.0090	0.0177	0.5111
ENSGACG00000017536_ENSGACT00000022024	ref	0.0047	0.1682	0.0282
ENSGACG00000017536_ENSGACT00000022024	pun	0.0017	0.0354	0.0474
ENSGACG00000017536_ENSGACT00000022024	sin	0.0017	0.0144	0.1185
ENSGACG00000017537_ENSGACT00000004482	ref	0.0030	0.1334	0.0222
ENSGACG00000017537_ENSGACT00000004482	pun	0.0000	0.0440	0.0010
ENSGACG00000017537_ENSGACT00000004482	sin	0.0000	0.0000	0.0010
ENSGACG00000017538_ENSGACT00000023746	ref	0.0001	0.0643	0.0010
ENSGACG00000017538_ENSGACT00000023746	pun	0.0000	0.0000	71.0167
ENSGACG00000017538_ENSGACT00000023746	sin	0.0000	0.0000	2.7646
ENSGACG00000017539_ENSGACT00000017442	ref	0.0087	0.1912	0.0455
ENSGACG00000017539_ENSGACT00000017442	pun	0.0029	0.0681	0.0420
ENSGACG00000017539_ENSGACT00000017442	sin	0.0029	0.0681	0.0420
ENSGACG00000017540_ENSGACT00000023746	ref	0.0101	0.0367	0.2764
ENSGACG00000017540_ENSGACT00000023746	pun	0.0000	0.0356	0.0010
ENSGACG00000017540_ENSGACT00000023746	sin	0.0034	0.0179	0.1882
ENSGACG00000017541_ENSGACT00000022031	ref	0.0106	0.1842	0.0576
ENSGACG00000017541_ENSGACT00000022031	pun	0.0018	0.0267	0.0672
ENSGACG00000017541_ENSGACT00000022031	sin	0.0019	0.0090	0.2122
ENSGACG00000017543_ENSGACT00000004519	ref	0.0035	0.1450	0.0244
ENSGACG00000017543_ENSGACT00000004519	pun	0.0024	0.0457	0.0517
ENSGACG00000017543_ENSGACT00000004519	sin	0.0012	0.0215	0.0547
ENSGACG00000017544_ENSGACT00000017436	ref	0.0230	0.1123	0.2047
ENSGACG00000017544_ENSGACT00000017436	pun	0.0041	0.0058	0.7046
ENSGACG00000017544_ENSGACT00000017436	sin	0.0033	0.0234	0.1403
ENSGACG00000017546_ENSGACT00000023757	ref	0.0021	0.0909	0.0228
ENSGACG00000017546_ENSGACT00000023757	pun	0.0007	0.0350	0.0206
ENSGACG00000017546_ENSGACT00000023757	sin	0.0000	0.0185	0.0010
ENSGACG00000017547_ENSGACT00000017351	ref	0.0216	0.0848	0.2544
ENSGACG00000017547_ENSGACT00000017351	pun	0.0104	0.0216	0.4831
ENSGACG00000017547_ENSGACT00000017351	sin	0.0105	0.0429	0.2454
ENSGACG00000017548_ENSGACT00000022044	ref	0.0314	0.0328	0.9555
ENSGACG00000017548_ENSGACT00000022044	pun	0.0082	0.0001	99.0000
ENSGACG00000017548_ENSGACT00000022044	sin	0.0000	0.0000	0.5565
ENSGACG00000017549_ENSGACT00000023757	ref	0.0160	0.1688	0.0948
ENSGACG00000017549_ENSGACT00000023757	pun	0.0037	0.0439	0.0832
ENSGACG00000017549_ENSGACT00000023757	sin	0.0012	0.0149	0.0832
ENSGACG00000017550_ENSGACT00000022044	ref	0.0219	0.2298	0.0954
ENSGACG00000017550_ENSGACT00000022044	pun	0.0037	0.0265	0.1403
ENSGACG00000017550_ENSGACT00000022044	sin	0.0027	0.0181	0.1471
ENSGACG00000017552_ENSGACT00000017328	ref	0.0132	0.1615	0.0817
ENSGACG00000017552_ENSGACT00000017328	pun	0.0043	0.0000	99.0000
ENSGACG00000017552_ENSGACT00000017328	sin	0.0000	0.0000	2.0003
ENSGACG00000017553_ENSGACT00000023761	ref	0.0212	0.1116	0.1902
ENSGACG00000017553_ENSGACT00000023761	pun	0.0011	0.0745	0.0146
ENSGACG00000017553_ENSGACT00000023761	sin	0.0055	0.0318	0.1735
ENSGACG00000017554_ENSGACT00000023800	ref	0.0043	0.1385	0.0311
ENSGACG00000017554_ENSGACT00000023800	pun	0.0000	0.0303	0.0010
ENSGACG00000017554_ENSGACT00000023800	sin	0.0011	0.0293	0.0369
ENSGACG00000017556_ENSGACT00000022048	ref	0.0721	0.2121	0.3399
ENSGACG00000017556_ENSGACT00000022048	pun	0.0175	0.0434	0.4033
ENSGACG00000017556_ENSGACT00000022048	sin	0.0035	0.0489	0.0707
ENSGACG00000017557_ENSGACT00000023808	ref	0.0001	0.1118	0.0010
ENSGACG00000017557_ENSGACT00000023808	pun	0.0000	0.0000	0.0010
ENSGACG00000017557_ENSGACT00000023808	sin	0.0085	0.0506	0.1681
ENSGACG00000017558_ENSGACT00000022081	ref	0.0002	0.1911	0.0010
ENSGACG00000017558_ENSGACT00000022081	pun	0.0000	0.0000	0.5873
ENSGACG00000017558_ENSGACT00000022081	sin	0.0000	0.0000	0.5800
ENSGACG00000017560_ENSGACT00000023768	ref	0.0001	0.1426	0.0010
ENSGACG00000017560_ENSGACT00000023768	pun	0.0000	0.0000	0.0010
ENSGACG00000017560_ENSGACT00000023768	sin	0.0000	0.0000	0.1299
ENSGACG00000017561_ENSGACT00000023783	ref	0.0193	0.1005	0.1922
ENSGACG00000017561_ENSGACT00000023783	pun	0.0096	0.0001	99.0000
ENSGACG00000017561_ENSGACT00000023783	sin	0.0000	0.0000	2.0006
ENSGACG00000017563_ENSGACT00000023816	ref	0.0519	0.1914	0.2712
ENSGACG00000017563_ENSGACT00000023816	pun	0.0123	0.0475	0.2591
ENSGACG00000017563_ENSGACT00000023816	sin	0.0083	0.0295	0.2822
ENSGACG00000017564_ENSGACT00000023819	ref	0.1340	0.1092	1.2269
ENSGACG00000017564_ENSGACT00000023819	pun	0.0001	0.0721	0.0010
ENSGACG00000017564_ENSGACT00000023819	sin	0.0001	0.1241	0.0010
ENSGACG00000017565_ENSGACT00000023784	ref	0.0000	0.0000	0.2044
ENSGACG00000017565_ENSGACT00000023784	pun	0.0000	0.0000	0.0010
ENSGACG00000017565_ENSGACT00000023784	sin	0.0000	0.0000	0.0010
ENSGACG00000017566_ENSGACT00000018710	ref	0.0097	0.1922	0.0506
ENSGACG00000017566_ENSGACT00000018710	pun	0.0087	0.0322	0.2701
ENSGACG00000017566_ENSGACT00000018710	sin	0.0017	0.0104	0.1601
ENSGACG00000017567_ENSGACT00000023835	ref	0.0110	0.1540	0.0717
ENSGACG00000017567_ENSGACT00000023835	pun	0.0014	0.0238	0.0586
ENSGACG00000017567_ENSGACT00000023835	sin	0.0014	0.0215	0.0667
ENSGACG00000017568_ENSGACT00000023794	ref	0.0011	0.0982	0.0108
ENSGACG00000017568_ENSGACT00000023794	pun	0.0022	0.0162	0.1345
ENSGACG00000017568_ENSGACT00000023794	sin	0.0000	0.0000	0.0010
ENSGACG00000017569_ENSGACT00000023835	ref	0.0068	0.1228	0.0556
ENSGACG00000017569_ENSGACT00000023835	pun	0.0009	0.0321	0.0276
ENSGACG00000017569_ENSGACT00000023835	sin	0.0028	0.0246	0.1139
ENSGACG00000017570_ENSGACT00000017251	ref	0.0103	0.0813	0.1265
ENSGACG00000017570_ENSGACT00000017251	pun	0.0000	0.0064	0.0010
ENSGACG00000017570_ENSGACT00000017251	sin	0.0026	0.0306	0.0841
ENSGACG00000017571_ENSGACT00000022081	ref	0.0200	0.1783	0.1123
ENSGACG00000017571_ENSGACT00000022081	pun	0.0046	0.0164	0.2825
ENSGACG00000017571_ENSGACT00000022081	sin	0.0058	0.0171	0.3394
ENSGACG00000017572_ENSGACT00000017231	ref	0.0295	0.0743	0.3970
ENSGACG00000017572_ENSGACT00000017231	pun	0.0000	0.0000	99.0000
ENSGACG00000017572_ENSGACT00000017231	sin	0.0050	0.0001	99.0000
ENSGACG00000017573_ENSGACT00000022091	ref	0.0039	0.0810	0.0487
ENSGACG00000017573_ENSGACT00000022091	pun	0.0000	0.0252	0.0010
ENSGACG00000017573_ENSGACT00000022091	sin	0.0000	0.0430	0.0010
ENSGACG00000017574_ENSGACT00000023841	ref	0.0119	0.0128	0.9320
ENSGACG00000017574_ENSGACT00000023841	pun	0.0000	0.0064	0.0010
ENSGACG00000017574_ENSGACT00000023841	sin	0.0000	0.0000	0.0010
ENSGACG00000017575_ENSGACT00000023807	ref	0.0261	0.1725	0.1510
ENSGACG00000017575_ENSGACT00000023807	pun	0.0154	0.0548	0.2817
ENSGACG00000017575_ENSGACT00000023807	sin	0.0051	0.0078	0.6495
ENSGACG00000017576_ENSGACT00000023841	ref	0.0038	0.0000	99.0000
ENSGACG00000017576_ENSGACT00000023841	pun	0.0000	0.0000	1.9966
ENSGACG00000017576_ENSGACT00000023841	sin	0.0000	0.0000	1.6390
ENSGACG00000017577_ENSGACT00000018715	ref	0.0182	0.0992	0.1837
ENSGACG00000017577_ENSGACT00000018715	pun	0.0020	0.0121	0.1635
ENSGACG00000017577_ENSGACT00000018715	sin	0.0016	0.0069	0.2365
ENSGACG00000017578_ENSGACT00000023841	ref	0.0308	0.0810	0.3804
ENSGACG00000017578_ENSGACT00000023841	pun	0.0161	0.0109	1.4689
ENSGACG00000017578_ENSGACT00000023841	sin	0.0160	0.0221	0.7272
ENSGACG00000017579_ENSGACT00000022091	ref	0.0122	0.1754	0.0696
ENSGACG00000017579_ENSGACT00000022091	pun	0.0000	0.0324	0.0010
ENSGACG00000017579_ENSGACT00000022091	sin	0.0000	0.0162	0.0010
ENSGACG00000017580_ENSGACT00000023845	ref	0.0081	0.1270	0.0639
ENSGACG00000017580_ENSGACT00000023845	pun	0.0014	0.0167	0.0859
ENSGACG00000017580_ENSGACT00000023845	sin	0.0005	0.0114	0.0409
ENSGACG00000017581_ENSGACT00000017212	ref	0.0171	0.1665	0.1025
ENSGACG00000017581_ENSGACT00000017212	pun	0.0000	0.0132	0.0010
ENSGACG00000017581_ENSGACT00000017212	sin	0.0000	0.0000	0.0027
ENSGACG00000017582_ENSGACT00000023818	ref	0.0050	0.0505	0.0992
ENSGACG00000017582_ENSGACT00000023818	pun	0.0038	0.0294	0.1294
ENSGACG00000017582_ENSGACT00000023818	sin	0.0013	0.0058	0.2193
ENSGACG00000017583_ENSGACT00000023846	ref	0.0127	0.1170	0.1088
ENSGACG00000017583_ENSGACT00000023846	pun	0.0020	0.0116	0.1745
ENSGACG00000017583_ENSGACT00000023846	sin	0.0048	0.0184	0.2600
ENSGACG00000017587_ENSGACT00000022103	ref	0.0000	0.0420	0.0010
ENSGACG00000017587_ENSGACT00000022103	pun	0.0000	0.0000	99.0000
ENSGACG00000017587_ENSGACT00000022103	sin	0.0000	0.0000	2.7014
ENSGACG00000017588_ENSGACT00000017212	ref	0.0833	0.0444	1.8751
ENSGACG00000017588_ENSGACT00000017212	pun	0.0267	0.0246	1.0846
ENSGACG00000017588_ENSGACT00000017212	sin	0.0266	0.0245	1.0853
ENSGACG00000017589_ENSGACT00000017204	ref	0.0001	0.1141	0.0010
ENSGACG00000017589_ENSGACT00000017204	pun	0.0060	0.0001	99.0000
ENSGACG00000017589_ENSGACT00000017204	sin	0.0000	0.0000	1.9972
ENSGACG00000017590_ENSGACT00000023826	ref	0.0024	0.0301	0.0782
ENSGACG00000017590_ENSGACT00000023826	pun	0.0023	0.0075	0.3131
ENSGACG00000017590_ENSGACT00000023826	sin	0.0000	0.0000	0.0830
ENSGACG00000017591_ENSGACT00000017175	ref	0.0120	0.1655	0.0727
ENSGACG00000017591_ENSGACT00000017175	pun	0.0045	0.0331	0.1375
ENSGACG00000017591_ENSGACT00000017175	sin	0.0047	0.0202	0.2315
ENSGACG00000017592_ENSGACT00000023845	ref	0.0067	0.1037	0.0642
ENSGACG00000017592_ENSGACT00000023845	pun	0.0000	0.0331	0.0010
ENSGACG00000017592_ENSGACT00000023845	sin	0.0031	0.0278	0.1104
ENSGACG00000017593_ENSGACT00000018666	ref	0.0398	0.1793	0.2219
ENSGACG00000017593_ENSGACT00000018666	pun	0.0115	0.0356	0.3220
ENSGACG00000017593_ENSGACT00000018666	sin	0.0032	0.0201	0.1573
ENSGACG00000017594_ENSGACT00000023831	ref	0.0037	0.0246	0.1516
ENSGACG00000017594_ENSGACT00000023831	pun	0.0037	0.0117	0.3207
ENSGACG00000017594_ENSGACT00000023831	sin	0.0000	0.0057	0.0010
ENSGACG00000017596_ENSGACT00000022117	ref	0.0192	0.1854	0.1034
ENSGACG00000017596_ENSGACT00000022117	pun	0.0014	0.0278	0.0496
ENSGACG00000017596_ENSGACT00000022117	sin	0.0000	0.0091	0.0010
ENSGACG00000017597_ENSGACT00000017175	ref	0.0300	0.1867	0.1608
ENSGACG00000017597_ENSGACT00000017175	pun	0.0026	0.0122	0.2133
ENSGACG00000017597_ENSGACT00000017175	sin	0.0000	0.0050	0.0010
ENSGACG00000017598_ENSGACT00000018666	ref	0.0154	0.2460	0.0628
ENSGACG00000017598_ENSGACT00000018666	pun	0.0079	0.0480	0.1654
ENSGACG00000017598_ENSGACT00000018666	sin	0.0033	0.0173	0.1916
ENSGACG00000017599_ENSGACT00000023851	ref	0.0078	0.1310	0.0592
ENSGACG00000017599_ENSGACT00000023851	pun	0.0000	0.0100	0.0010
ENSGACG00000017599_ENSGACT00000023851	sin	0.0039	0.0101	0.3896
ENSGACG00000017599_ENSGACT00000023857	ref	0.0032	0.1015	0.0318
ENSGACG00000017599_ENSGACT00000023857	pun	0.0000	0.0039	0.0010
ENSGACG00000017599_ENSGACT00000023857	sin	0.0018	0.0039	0.4714
ENSGACG00000017600_ENSGACT00000017175	ref	0.0043	0.1194	0.0362
ENSGACG00000017600_ENSGACT00000017175	pun	0.0000	0.0000	59.1699
ENSGACG00000017600_ENSGACT00000017175	sin	0.0000	0.0000	99.0000
ENSGACG00000017601_ENSGACT00000022117	ref	0.0047	0.1216	0.0390
ENSGACG00000017601_ENSGACT00000022117	pun	0.0000	0.0190	0.0010
ENSGACG00000017601_ENSGACT00000022117	sin	0.0000	0.0215	0.0010
ENSGACG00000017602_ENSGACT00000018666	ref	0.0058	0.1191	0.0491
ENSGACG00000017602_ENSGACT00000018666	pun	0.0027	0.0761	0.0357
ENSGACG00000017602_ENSGACT00000018666	sin	0.0000	0.0321	0.0010
ENSGACG00000017603_ENSGACT00000017072	ref	0.0747	0.1868	0.3999
ENSGACG00000017603_ENSGACT00000017072	pun	0.0001	0.0696	0.0010
ENSGACG00000017603_ENSGACT00000017072	sin	0.0001	0.0696	0.0010
ENSGACG00000017604_ENSGACT00000021449	ref	0.0021	0.0731	0.0292
ENSGACG00000017604_ENSGACT00000021449	pun	0.0001	0.0950	0.0010
ENSGACG00000017604_ENSGACT00000021449	sin	0.0000	0.0000	0.0010
ENSGACG00000017605_ENSGACT00000023862	ref	0.0030	0.1796	0.0166
ENSGACG00000017605_ENSGACT00000023862	pun	0.0000	0.0438	0.0010
ENSGACG00000017605_ENSGACT00000023862	sin	0.0000	0.0154	0.0010
ENSGACG00000017607_ENSGACT00000021497	ref	0.0009	0.1121	0.0085
ENSGACG00000017607_ENSGACT00000021497	pun	0.0000	0.0318	0.0010
ENSGACG00000017607_ENSGACT00000021497	sin	0.0000	0.0242	0.0010
ENSGACG00000017608_ENSGACT00000022117	ref	0.0189	0.1655	0.1144
ENSGACG00000017608_ENSGACT00000022117	pun	0.0052	0.0190	0.2760
ENSGACG00000017608_ENSGACT00000022117	sin	0.0035	0.0126	0.2773
ENSGACG00000017609_ENSGACT00000016714	ref	0.0115	0.0293	0.3919
ENSGACG00000017609_ENSGACT00000016714	pun	0.0000	0.0068	0.0010
ENSGACG00000017609_ENSGACT00000016714	sin	0.0074	0.0078	0.9561
ENSGACG00000017610_ENSGACT00000022117	ref	0.0021	0.1147	0.0180
ENSGACG00000017610_ENSGACT00000022117	pun	0.0000	0.0046	0.0010
ENSGACG00000017610_ENSGACT00000022117	sin	0.0047	0.0000	99.0000
ENSGACG00000017611_ENSGACT00000018649	ref	0.0093	0.1381	0.0674
ENSGACG00000017611_ENSGACT00000018649	pun	0.0001	0.0877	0.0010
ENSGACG00000017611_ENSGACT00000018649	sin	0.0000	0.0000	0.0010
ENSGACG00000017612_ENSGACT00000022117	ref	0.0003	0.3041	0.0010
ENSGACG00000017612_ENSGACT00000022117	pun	0.0000	0.0319	0.0010
ENSGACG00000017612_ENSGACT00000022117	sin	0.0000	0.0319	0.0010
ENSGACG00000017613_ENSGACT00000016714	ref	0.0001	0.1052	0.0010
ENSGACG00000017613_ENSGACT00000016714	pun	0.0000	0.0123	0.0010
ENSGACG00000017613_ENSGACT00000016714	sin	0.0000	0.0125	0.0010
ENSGACG00000017614_ENSGACT00000022121	ref	0.0001	0.0765	0.0010
ENSGACG00000017614_ENSGACT00000022121	pun	0.0000	0.0178	0.0010
ENSGACG00000017614_ENSGACT00000022121	sin	0.0000	0.0000	1.4750
ENSGACG00000017615_ENSGACT00000022131	ref	0.0001	0.0743	0.0010
ENSGACG00000017615_ENSGACT00000022131	pun	0.0000	0.0138	0.0010
ENSGACG00000017615_ENSGACT00000022131	sin	0.0000	0.0138	0.0010
ENSGACG00000017616_ENSGACT00000016749	ref	0.0119	0.1272	0.0938
ENSGACG00000017616_ENSGACT00000016749	pun	0.0068	0.0523	0.1305
ENSGACG00000017616_ENSGACT00000016749	sin	0.0034	0.0519	0.0657
ENSGACG00000017617_ENSGACT00000018649	ref	0.0092	0.0927	0.0989
ENSGACG00000017617_ENSGACT00000018649	pun	0.0063	0.0545	0.1162
ENSGACG00000017617_ENSGACT00000018649	sin	0.0057	0.0122	0.4632
ENSGACG00000017619_ENSGACT00000021502	ref	0.0161	0.1243	0.1296
ENSGACG00000017619_ENSGACT00000021502	pun	0.0093	0.0387	0.2407
ENSGACG00000017619_ENSGACT00000021502	sin	0.0049	0.0098	0.4989
ENSGACG00000017621_ENSGACT00000023869	ref	0.0256	0.3286	0.0778
ENSGACG00000017621_ENSGACT00000023869	pun	0.0062	0.0113	0.5489
ENSGACG00000017621_ENSGACT00000023869	sin	0.0095	0.0105	0.9041
ENSGACG00000017621_ENSGACT00000023870	ref	0.0211	0.1773	0.1192
ENSGACG00000017621_ENSGACT00000023870	pun	0.0032	0.0155	0.2061
ENSGACG00000017621_ENSGACT00000023870	sin	0.0131	0.0251	0.5220
ENSGACG00000017622_ENSGACT00000016760	ref	0.0396	0.1445	0.2742
ENSGACG00000017622_ENSGACT00000016760	pun	0.0089	0.0326	0.2741
ENSGACG00000017622_ENSGACT00000016760	sin	0.0072	0.0198	0.3650
ENSGACG00000017625_ENSGACT00000016777	ref	0.0125	0.1985	0.0631
ENSGACG00000017625_ENSGACT00000016777	pun	0.0039	0.0833	0.0472
ENSGACG00000017625_ENSGACT00000016777	sin	0.0040	0.0529	0.0759
ENSGACG00000017626_ENSGACT00000022131	ref	0.0059	0.0536	0.1099
ENSGACG00000017626_ENSGACT00000022131	pun	0.0027	0.0000	99.0000
ENSGACG00000017626_ENSGACT00000022131	sin	0.0000	0.0066	0.0010
ENSGACG00000017628_ENSGACT00000023870	ref	0.0540	0.1283	0.4212
ENSGACG00000017628_ENSGACT00000023870	pun	0.0108	0.0324	0.3335
ENSGACG00000017628_ENSGACT00000023870	sin	0.0155	0.0214	0.7264
ENSGACG00000017629_ENSGACT00000016821	ref	0.0013	0.0000	99.0000
ENSGACG00000017629_ENSGACT00000016821	pun	0.0000	0.0000	1.1203
ENSGACG00000017629_ENSGACT00000016821	sin	0.0000	0.0000	0.9412
ENSGACG00000017630_ENSGACT00000022131	ref	0.0395	0.1201	0.3291
ENSGACG00000017630_ENSGACT00000022131	pun	0.0059	0.0285	0.2076
ENSGACG00000017630_ENSGACT00000022131	sin	0.0039	0.0111	0.3559
ENSGACG00000017631_ENSGACT00000016821	ref	0.0105	0.2060	0.0511
ENSGACG00000017631_ENSGACT00000016821	pun	0.0001	0.1190	0.0010
ENSGACG00000017631_ENSGACT00000016821	sin	0.0001	0.1487	0.0010
ENSGACG00000017632_ENSGACT00000023870	ref	0.0001	0.1250	0.0010
ENSGACG00000017632_ENSGACT00000023870	pun	0.0000	0.0065	0.0010
ENSGACG00000017632_ENSGACT00000023870	sin	0.0030	0.0131	0.2258
ENSGACG00000017633_ENSGACT00000022154	ref	0.0198	0.1499	0.1320
ENSGACG00000017633_ENSGACT00000022154	pun	0.0049	0.0433	0.1124
ENSGACG00000017633_ENSGACT00000022154	sin	0.0039	0.0100	0.3885
ENSGACG00000017634_ENSGACT00000016894	ref	0.0212	0.1609	0.1321
ENSGACG00000017634_ENSGACT00000016894	pun	0.0038	0.0508	0.0755
ENSGACG00000017634_ENSGACT00000016894	sin	0.0019	0.0406	0.0474
ENSGACG00000017635_ENSGACT00000016894	ref	0.0000	0.0197	0.0010
ENSGACG00000017635_ENSGACT00000016894	pun	0.0000	0.0000	3.4427
ENSGACG00000017635_ENSGACT00000016894	sin	0.0019	0.0592	0.0321
ENSGACG00000017636_ENSGACT00000022154	ref	0.0265	0.0707	0.3743
ENSGACG00000017636_ENSGACT00000022154	pun	0.0019	0.0203	0.0956
ENSGACG00000017636_ENSGACT00000022154	sin	0.0021	0.0178	0.1165
ENSGACG00000017637_ENSGACT00000023874	ref	0.0250	0.1839	0.1359
ENSGACG00000017637_ENSGACT00000023874	pun	0.0001	0.0614	0.0010
ENSGACG00000017637_ENSGACT00000023874	sin	0.0000	0.0000	99.0000
ENSGACG00000017638_ENSGACT00000016899	ref	0.0000	0.0000	0.0010
ENSGACG00000017638_ENSGACT00000016899	pun	0.0000	0.0000	0.0010
ENSGACG00000017638_ENSGACT00000016899	sin	0.0000	0.0000	0.0010
ENSGACG00000017640_ENSGACT00000018635	ref	0.0001	0.0836	0.0010
ENSGACG00000017640_ENSGACT00000018635	pun	0.0000	0.0074	0.0010
ENSGACG00000017640_ENSGACT00000018635	sin	0.0000	0.0037	0.0010
ENSGACG00000017641_ENSGACT00000021509	ref	0.0109	0.0362	0.3026
ENSGACG00000017641_ENSGACT00000021509	pun	0.0025	0.0452	0.0563
ENSGACG00000017641_ENSGACT00000021509	sin	0.0054	0.0294	0.1834
ENSGACG00000017642_ENSGACT00000023881	ref	1.7332	1.0475	1.6546
ENSGACG00000017642_ENSGACT00000023881	pun	0.0000	0.0000	1.3485
ENSGACG00000017642_ENSGACT00000023881	sin	0.0000	0.0000	1.1545
ENSGACG00000017643_ENSGACT00000023885	ref	0.0123	0.1961	0.0626
ENSGACG00000017643_ENSGACT00000023885	pun	0.0017	0.0113	0.1531
ENSGACG00000017643_ENSGACT00000023885	sin	0.0068	0.0296	0.2310
ENSGACG00000017644_ENSGACT00000021515	ref	0.0237	0.1055	0.2244
ENSGACG00000017644_ENSGACT00000021515	pun	0.0090	0.0325	0.2770
ENSGACG00000017644_ENSGACT00000021515	sin	0.0044	0.0222	0.2000
ENSGACG00000017645_ENSGACT00000016981	ref	0.0168	0.0988	0.1697
ENSGACG00000017645_ENSGACT00000016981	pun	0.0064	0.0187	0.3438
ENSGACG00000017645_ENSGACT00000016981	sin	0.0063	0.0362	0.1734
ENSGACG00000017645_ENSGACT00000016987	ref	0.0048	0.0853	0.0564
ENSGACG00000017645_ENSGACT00000016987	pun	0.0043	0.0414	0.1044
ENSGACG00000017645_ENSGACT00000016987	sin	0.0000	0.0241	0.0010
ENSGACG00000017646_ENSGACT00000022162	ref	0.0391	0.2524	0.1549
ENSGACG00000017646_ENSGACT00000022162	pun	0.0049	0.0352	0.1389
ENSGACG00000017646_ENSGACT00000022162	sin	0.0033	0.0108	0.3072
ENSGACG00000017646_ENSGACT00000022165	ref	0.0530	0.1944	0.2727
ENSGACG00000017646_ENSGACT00000022165	pun	0.0205	0.0002	99.0000
ENSGACG00000017646_ENSGACT00000022165	sin	0.0128	0.0302	0.4256
ENSGACG00000017647_ENSGACT00000018585	ref	0.0002	0.1634	0.0010
ENSGACG00000017647_ENSGACT00000018585	pun	0.0000	0.0000	0.0010
ENSGACG00000017647_ENSGACT00000018585	sin	0.0000	0.0198	0.0010
ENSGACG00000017648_ENSGACT00000021519	ref	0.0230	0.1916	0.1199
ENSGACG00000017648_ENSGACT00000021519	pun	0.0037	0.0651	0.0573
ENSGACG00000017648_ENSGACT00000021519	sin	0.0009	0.0165	0.0569
ENSGACG00000017650_ENSGACT00000021523	ref	0.0000	0.0000	0.0010
ENSGACG00000017650_ENSGACT00000021523	pun	0.0000	0.0000	0.0561
ENSGACG00000017650_ENSGACT00000021523	sin	0.0000	0.0000	0.0926
ENSGACG00000017652_ENSGACT00000021523	ref	0.0056	0.1034	0.0545
