gene	species	dN	dS	dNdS
ENSGACG00000012157_ENSGACT00000010364	Y	0.0057	0.0660	0.0869
ENSGACG00000012157_ENSGACT00000010364	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012172_ENSGACT00000010431	ref_chrXII	0.0000	0.0000	0.1118
ENSGACG00000012172_ENSGACT00000010431	sin	0.0153	0.0504	0.3033
ENSGACG00000012172_ENSGACT00000010431	sinprivate	0.0000	0.0000	0.2350
ENSGACG00000012172_ENSGACT00000010431	tym	0.0126	0.0520	0.2421
ENSGACG00000012172_ENSGACT00000010431	X	0.0251	0.0665	0.3782
ENSGACG00000012172_ENSGACT00000010431	Xprivate	0.0000	0.0000	0.2157
ENSGACG00000012172_ENSGACT00000010431	Y	0.0150	0.0532	0.2824
ENSGACG00000012172_ENSGACT00000010431	Yprivate	0.0000	0.0000	0.2472
ENSGACG00000012179_ENSGACT00000010431	ref_chrXII	0.0029	0.0100	0.2953
ENSGACG00000012179_ENSGACT00000010431	sin	0.0499	0.1969	0.2534
ENSGACG00000012179_ENSGACT00000010431	sinprivate	0.0000	0.0000	0.0598
ENSGACG00000012179_ENSGACT00000010431	tym	0.0563	0.1974	0.2852
ENSGACG00000012179_ENSGACT00000010431	X	0.0663	0.1824	0.3637
ENSGACG00000012179_ENSGACT00000010431	Xprivate	0.0000	0.0000	0.4010
ENSGACG00000012179_ENSGACT00000010431	Y	0.0498	0.1852	0.2691
ENSGACG00000012179_ENSGACT00000010431	Yprivate	0.0000	0.0000	0.3146
ENSGACG00000012184_ENSGACT00000010476	ref_chrXII	0.0066	0.0071	0.9315
ENSGACG00000012184_ENSGACT00000010476	sin	0.0218	0.1705	0.1278
ENSGACG00000012184_ENSGACT00000010476	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012184_ENSGACT00000010476	tym	0.0250	0.1901	0.1315
ENSGACG00000012184_ENSGACT00000010476	X	0.0216	0.1975	0.1091
ENSGACG00000012184_ENSGACT00000010476	Xprivate	0.0000	0.0000	0.1740
ENSGACG00000012184_ENSGACT00000010476	Y	0.0176	0.1689	0.1041
ENSGACG00000012184_ENSGACT00000010476	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000012202_ENSGACT00000010487	ref_chrXII	0.0008	0.0000	99.0000
ENSGACG00000012202_ENSGACT00000010487	sin	0.0036	0.1012	0.0356
ENSGACG00000012202_ENSGACT00000010487	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012202_ENSGACT00000010487	tym	0.0036	0.0980	0.0367
ENSGACG00000012202_ENSGACT00000010487	X	0.0027	0.1069	0.0251
ENSGACG00000012202_ENSGACT00000010487	Xprivate	0.0000	0.0000	0.1066
ENSGACG00000012202_ENSGACT00000010487	Y	0.0018	0.0941	0.0191
ENSGACG00000012202_ENSGACT00000010487	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012208_ENSGACT00000010487	ref_chrXII	0.0011	0.0038	0.3042
ENSGACG00000012208_ENSGACT00000010487	sin	0.0124	0.0852	0.1460
ENSGACG00000012208_ENSGACT00000010487	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012208_ENSGACT00000010487	tym	0.0113	0.0768	0.1467
ENSGACG00000012208_ENSGACT00000010487	X	0.0113	0.0810	0.1393
ENSGACG00000012208_ENSGACT00000010487	Xprivate	0.0000	0.0000	0.1855
ENSGACG00000012208_ENSGACT00000010487	Y	0.0113	0.0818	0.1376
ENSGACG00000012208_ENSGACT00000010487	Yprivate	0.0000	0.0000	0.2109
ENSGACG00000012210_ENSGACT00000010500	ref_chrXII	0.0033	0.0000	99.0000
ENSGACG00000012210_ENSGACT00000010500	sin	0.0447	0.1427	0.3129
ENSGACG00000012210_ENSGACT00000010500	sinprivate	0.0000	0.0000	0.2642
ENSGACG00000012210_ENSGACT00000010500	tym	0.0485	0.1582	0.3067
ENSGACG00000012210_ENSGACT00000010500	X	0.0413	0.1529	0.2701
ENSGACG00000012210_ENSGACT00000010500	Xprivate	0.0000	0.0000	0.3537
ENSGACG00000012210_ENSGACT00000010500	Y	0.0410	0.1233	0.3323
ENSGACG00000012210_ENSGACT00000010500	Yprivate	0.0000	0.0000	0.3299
ENSGACG00000012214_ENSGACT00000010522	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012214_ENSGACT00000010522	sin	0.0043	0.1250	0.0343
ENSGACG00000012214_ENSGACT00000010522	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012214_ENSGACT00000010522	tym	0.0043	0.1469	0.0290
ENSGACG00000012214_ENSGACT00000010522	X	0.0042	0.1454	0.0291
ENSGACG00000012214_ENSGACT00000010522	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012214_ENSGACT00000010522	Y	0.0042	0.1411	0.0299
ENSGACG00000012214_ENSGACT00000010522	Yprivate	0.0000	0.0000	0.0874
ENSGACG00000012228_ENSGACT00000010638	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012228_ENSGACT00000010638	sin	0.0059	0.1434	0.0413
ENSGACG00000012228_ENSGACT00000010638	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012228_ENSGACT00000010638	tym	0.0071	0.1429	0.0498
ENSGACG00000012228_ENSGACT00000010638	X	0.0071	0.1523	0.0464
ENSGACG00000012228_ENSGACT00000010638	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012228_ENSGACT00000010638	Y	0.0071	0.1386	0.0513
ENSGACG00000012228_ENSGACT00000010638	Yprivate	0.0000	0.0000	0.1119
ENSGACG00000012237_ENSGACT00000010651	ref_chrXII	0.0007	0.0000	99.0000
ENSGACG00000012237_ENSGACT00000010651	sin	0.0380	0.1332	0.2856
ENSGACG00000012237_ENSGACT00000010651	sinprivate	0.0000	0.0000	0.1750
ENSGACG00000012237_ENSGACT00000010651	tym	0.0373	0.1393	0.2674
ENSGACG00000012237_ENSGACT00000010651	X	0.0388	0.1488	0.2609
ENSGACG00000012237_ENSGACT00000010651	Xprivate	0.0000	0.0000	0.2760
ENSGACG00000012237_ENSGACT00000010651	Y	0.0351	0.1281	0.2742
ENSGACG00000012237_ENSGACT00000010651	Yprivate	0.0000	0.0000	0.3008
ENSGACG00000012263_ENSGACT00000010700	ref_chrXII	0.0000	0.0000	99.0000
ENSGACG00000012263_ENSGACT00000010700	sin	0.0401	0.0667	0.6014
ENSGACG00000012263_ENSGACT00000010700	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012263_ENSGACT00000010700	tym	0.0401	0.0667	0.6014
ENSGACG00000012263_ENSGACT00000010700	X	0.0384	0.1123	0.3416
ENSGACG00000012263_ENSGACT00000010700	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000012263_ENSGACT00000010700	Y	0.0384	0.1123	0.3416
ENSGACG00000012263_ENSGACT00000010700	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000012307_ENSGACT00000010686	ref_chrXII	0.0000	0.0000	52.4990
ENSGACG00000012307_ENSGACT00000010686	sin	0.0002	0.2364	0.0010
ENSGACG00000012307_ENSGACT00000010686	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012307_ENSGACT00000010686	tym	0.0002	0.2364	0.0010
ENSGACG00000012307_ENSGACT00000010686	X	0.0002	0.2364	0.0010
ENSGACG00000012307_ENSGACT00000010686	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000012307_ENSGACT00000010686	Y	0.0002	0.2364	0.0010
ENSGACG00000012307_ENSGACT00000010686	Yprivate	0.0000	0.0000	12.0811
ENSGACG00000012309_ENSGACT00000010700	ref_chrXII	0.0000	0.0137	0.0010
ENSGACG00000012309_ENSGACT00000010700	sin	0.0052	0.1433	0.0362
ENSGACG00000012309_ENSGACT00000010700	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012309_ENSGACT00000010700	tym	0.0052	0.1602	0.0326
ENSGACG00000012309_ENSGACT00000010700	X	0.0051	0.1569	0.0328
ENSGACG00000012309_ENSGACT00000010700	Xprivate	0.0000	0.0000	0.0999
ENSGACG00000012309_ENSGACT00000010700	Y	0.0051	0.1476	0.0348
ENSGACG00000012309_ENSGACT00000010700	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000012314_ENSGACT00000010765	ref_chrXII	0.0000	0.0362	0.0010
ENSGACG00000012314_ENSGACT00000010765	sin	0.0055	0.1466	0.0374
ENSGACG00000012314_ENSGACT00000010765	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012314_ENSGACT00000010765	tym	0.0055	0.1525	0.0360
ENSGACG00000012314_ENSGACT00000010765	X	0.0053	0.1744	0.0306
ENSGACG00000012314_ENSGACT00000010765	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012314_ENSGACT00000010765	Y	0.0055	0.1230	0.0447
ENSGACG00000012314_ENSGACT00000010765	Yprivate	0.0000	0.0000	0.1252
ENSGACG00000012314_ENSGACT00000010781	ref_chrXII	0.0000	0.0221	0.0010
ENSGACG00000012314_ENSGACT00000010781	sin	0.0037	0.1117	0.0335
ENSGACG00000012314_ENSGACT00000010781	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012314_ENSGACT00000010781	tym	0.0038	0.1173	0.0320
ENSGACG00000012314_ENSGACT00000010781	X	0.0037	0.1274	0.0287
ENSGACG00000012314_ENSGACT00000010781	Xprivate	0.0000	0.0000	0.2466
ENSGACG00000012314_ENSGACT00000010781	Y	0.0038	0.0975	0.0385
ENSGACG00000012314_ENSGACT00000010781	Yprivate	0.0000	0.0000	0.1228
ENSGACG00000012353_ENSGACT00000010765	ref_chrXII	0.0024	0.0045	0.5391
ENSGACG00000012353_ENSGACT00000010765	sin	0.0144	0.1124	0.1281
ENSGACG00000012353_ENSGACT00000010765	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012353_ENSGACT00000010765	tym	0.0156	0.1128	0.1381
ENSGACG00000012353_ENSGACT00000010765	X	0.0181	0.1176	0.1535
ENSGACG00000012353_ENSGACT00000010765	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012353_ENSGACT00000010765	Y	0.0144	0.1079	0.1330
ENSGACG00000012353_ENSGACT00000010765	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012359_ENSGACT00000010802	ref_chrXII	0.0000	0.0000	18.0298
ENSGACG00000012359_ENSGACT00000010802	sin	0.0000	0.0245	0.0010
ENSGACG00000012359_ENSGACT00000010802	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012359_ENSGACT00000010802	tym	0.0000	0.0245	0.0010
ENSGACG00000012359_ENSGACT00000010802	X	0.0001	0.0510	0.0010
ENSGACG00000012359_ENSGACT00000010802	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012359_ENSGACT00000010802	Y	0.0000	0.0245	0.0010
ENSGACG00000012359_ENSGACT00000010802	Yprivate	0.0000	0.0000	41.5015
ENSGACG00000012362_ENSGACT00000010802	ref_chrXII	0.0042	0.0000	99.0000
ENSGACG00000012362_ENSGACT00000010802	sin	0.0284	0.2835	0.1000
ENSGACG00000012362_ENSGACT00000010802	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012362_ENSGACT00000010802	tym	0.0284	0.2769	0.1026
ENSGACG00000012362_ENSGACT00000010802	X	0.0317	0.3019	0.1049
ENSGACG00000012362_ENSGACT00000010802	Xprivate	0.0000	0.0000	0.2031
ENSGACG00000012362_ENSGACT00000010802	Y	0.0272	0.2778	0.0979
ENSGACG00000012362_ENSGACT00000010802	Yprivate	0.0000	0.0000	0.1767
ENSGACG00000012365_ENSGACT00000010850	ref_chrXII	0.0000	0.0143	0.0010
ENSGACG00000012365_ENSGACT00000010850	sin	0.0081	0.0563	0.1443
ENSGACG00000012365_ENSGACT00000010850	sinprivate	0.0000	0.0000	0.2471
ENSGACG00000012365_ENSGACT00000010850	tym	0.0081	0.0563	0.1443
ENSGACG00000012365_ENSGACT00000010850	X	0.0158	0.1003	0.1577
ENSGACG00000012365_ENSGACT00000010850	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012365_ENSGACT00000010850	Y	0.0125	0.0653	0.1908
ENSGACG00000012365_ENSGACT00000010850	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012372_ENSGACT00000010850	ref_chrXII	0.0039	0.0056	0.7100
ENSGACG00000012372_ENSGACT00000010850	sin	0.0207	0.1873	0.1104
ENSGACG00000012372_ENSGACT00000010850	sinprivate	0.0000	0.0000	0.0453
ENSGACG00000012372_ENSGACT00000010850	tym	0.0210	0.1760	0.1193
ENSGACG00000012372_ENSGACT00000010850	X	0.0223	0.1986	0.1124
ENSGACG00000012372_ENSGACT00000010850	Xprivate	0.0000	0.0000	0.1812
ENSGACG00000012372_ENSGACT00000010850	Y	0.0163	0.1818	0.0894
ENSGACG00000012372_ENSGACT00000010850	Yprivate	0.0000	0.0000	0.1505
ENSGACG00000012378_ENSGACT00000010850	ref_chrXII	0.0000	0.0000	0.4420
ENSGACG00000012378_ENSGACT00000010850	sin	0.0730	0.1318	0.5535
ENSGACG00000012378_ENSGACT00000010850	sinprivate	0.0000	0.0000	0.4291
ENSGACG00000012378_ENSGACT00000010850	tym	0.0730	0.1318	0.5535
ENSGACG00000012378_ENSGACT00000010850	X	0.0730	0.1318	0.5535
ENSGACG00000012378_ENSGACT00000010850	Xprivate	0.0000	0.0000	0.4636
ENSGACG00000012378_ENSGACT00000010850	Y	0.0730	0.1318	0.5535
ENSGACG00000012378_ENSGACT00000010850	Yprivate	0.0000	0.0000	0.4453
ENSGACG00000012384_ENSGACT00000010874	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012384_ENSGACT00000010874	sin	0.0213	0.1704	0.1251
ENSGACG00000012384_ENSGACT00000010874	sinprivate	0.0000	0.0000	0.0972
ENSGACG00000012384_ENSGACT00000010874	tym	0.0213	0.1605	0.1327
ENSGACG00000012384_ENSGACT00000010874	X	0.0213	0.1704	0.1251
ENSGACG00000012384_ENSGACT00000010874	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012384_ENSGACT00000010874	Y	0.0213	0.1605	0.1327
ENSGACG00000012384_ENSGACT00000010874	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012391_ENSGACT00000010897	ref_chrXII	0.0000	0.0152	0.0010
ENSGACG00000012391_ENSGACT00000010897	sin	0.0095	0.1264	0.0752
ENSGACG00000012391_ENSGACT00000010897	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012391_ENSGACT00000010897	tym	0.0063	0.1160	0.0539
ENSGACG00000012391_ENSGACT00000010897	X	0.0061	0.1658	0.0366
ENSGACG00000012391_ENSGACT00000010897	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012391_ENSGACT00000010897	Y	0.0063	0.1293	0.0484
ENSGACG00000012391_ENSGACT00000010897	Yprivate	0.0000	0.0000	0.1348
ENSGACG00000012425_ENSGACT00000010897	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012425_ENSGACT00000010897	sin	0.0037	0.0192	0.1908
ENSGACG00000012425_ENSGACT00000010897	sinprivate	0.0000	0.0000	0.1490
ENSGACG00000012425_ENSGACT00000010897	tym	0.0019	0.0237	0.0808
ENSGACG00000012425_ENSGACT00000010897	X	0.0018	0.0183	0.1008
ENSGACG00000012425_ENSGACT00000010897	Xprivate	0.0000	0.0000	0.0547
ENSGACG00000012425_ENSGACT00000010897	Y	0.0018	0.0096	0.1912
ENSGACG00000012425_ENSGACT00000010897	Yprivate	0.0000	0.0000	0.1262
ENSGACG00000012433_ENSGACT00000010907	ref_chrXII	0.0000	0.0199	0.0010
ENSGACG00000012433_ENSGACT00000010907	sin	0.0206	0.0795	0.2587
ENSGACG00000012433_ENSGACT00000010907	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012433_ENSGACT00000010907	tym	0.0248	0.0693	0.3576
ENSGACG00000012433_ENSGACT00000010907	X	0.0226	0.0512	0.4419
ENSGACG00000012433_ENSGACT00000010907	Xprivate	0.0000	0.0000	0.3436
ENSGACG00000012433_ENSGACT00000010907	Y	0.0164	0.0349	0.4690
ENSGACG00000012433_ENSGACT00000010907	Yprivate	0.0000	0.0000	0.1653
ENSGACG00000012439_ENSGACT00000010907	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012439_ENSGACT00000010907	sin	0.0038	0.0000	99.0000
ENSGACG00000012439_ENSGACT00000010907	sinprivate	0.0000	0.0000	1.9996
ENSGACG00000012439_ENSGACT00000010907	tym	0.0038	0.0000	99.0000
ENSGACG00000012439_ENSGACT00000010907	X	0.0041	0.0160	0.2536
ENSGACG00000012439_ENSGACT00000010907	Xprivate	0.0000	0.0000	1.9997
ENSGACG00000012439_ENSGACT00000010907	Y	0.0041	0.0160	0.2536
ENSGACG00000012439_ENSGACT00000010907	Yprivate	0.0000	0.0000	1.9995
ENSGACG00000012448_ENSGACT00000010935	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012448_ENSGACT00000010935	sin	0.0001	0.0722	0.0010
ENSGACG00000012448_ENSGACT00000010935	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012448_ENSGACT00000010935	tym	0.0001	0.0722	0.0010
ENSGACG00000012448_ENSGACT00000010935	X	0.0001	0.0722	0.0010
ENSGACG00000012448_ENSGACT00000010935	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012448_ENSGACT00000010935	Y	0.0001	0.0722	0.0010
ENSGACG00000012448_ENSGACT00000010935	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012480_ENSGACT00000010969	ref_chrXII	0.0000	0.0144	0.0010
ENSGACG00000012480_ENSGACT00000010969	sin	0.0128	0.1345	0.0954
ENSGACG00000012480_ENSGACT00000010969	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012480_ENSGACT00000010969	tym	0.0128	0.1346	0.0953
ENSGACG00000012480_ENSGACT00000010969	X	0.0128	0.1566	0.0820
ENSGACG00000012480_ENSGACT00000010969	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012480_ENSGACT00000010969	Y	0.0117	0.1261	0.0924
ENSGACG00000012480_ENSGACT00000010969	Yprivate	0.0000	0.0000	0.0867
ENSGACG00000012498_ENSGACT00000011003	ref_chrXII	0.0011	0.0273	0.0401
ENSGACG00000012498_ENSGACT00000011003	sin	0.0287	0.1170	0.2457
ENSGACG00000012498_ENSGACT00000011003	sinprivate	0.0000	0.0000	0.2042
ENSGACG00000012498_ENSGACT00000011003	tym	0.0318	0.1123	0.2834
ENSGACG00000012498_ENSGACT00000011003	X	0.0322	0.1613	0.1998
ENSGACG00000012498_ENSGACT00000011003	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012498_ENSGACT00000011003	Y	0.0275	0.1177	0.2340
ENSGACG00000012498_ENSGACT00000011003	Yprivate	0.0000	0.0000	0.2746
ENSGACG00000012510_ENSGACT00000011062	ref_chrXII	0.0036	0.0000	99.0000
ENSGACG00000012510_ENSGACT00000011062	sin	0.0428	0.1048	0.4084
ENSGACG00000012510_ENSGACT00000011062	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012510_ENSGACT00000011062	tym	0.0384	0.1050	0.3661
ENSGACG00000012510_ENSGACT00000011062	X	0.0453	0.1031	0.4392
ENSGACG00000012510_ENSGACT00000011062	Xprivate	0.0000	0.0000	0.3500
ENSGACG00000012510_ENSGACT00000011062	Y	0.0366	0.0919	0.3977
ENSGACG00000012510_ENSGACT00000011062	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000012521_ENSGACT00000011089	ref_chrXII	0.0014	0.0000	99.0000
ENSGACG00000012521_ENSGACT00000011089	sin	0.0131	0.0946	0.1383
ENSGACG00000012521_ENSGACT00000011089	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012521_ENSGACT00000011089	tym	0.0130	0.0880	0.1481
ENSGACG00000012521_ENSGACT00000011089	X	0.0173	0.0768	0.2258
ENSGACG00000012521_ENSGACT00000011089	Xprivate	0.0000	0.0000	0.1128
ENSGACG00000012521_ENSGACT00000011089	Y	0.0119	0.0737	0.1617
ENSGACG00000012521_ENSGACT00000011089	Yprivate	0.0000	0.0000	0.2024
ENSGACG00000012521_ENSGACT00000011093	ref_chrXII	0.0009	0.0024	0.3512
ENSGACG00000012521_ENSGACT00000011093	sin	0.0189	0.1215	0.1558
ENSGACG00000012521_ENSGACT00000011093	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012521_ENSGACT00000011093	tym	0.0189	0.1288	0.1465
ENSGACG00000012521_ENSGACT00000011093	X	0.0230	0.1166	0.1972
ENSGACG00000012521_ENSGACT00000011093	Xprivate	0.0000	0.0000	0.1853
ENSGACG00000012521_ENSGACT00000011093	Y	0.0158	0.0955	0.1655
ENSGACG00000012521_ENSGACT00000011093	Yprivate	0.0000	0.0000	0.1897
ENSGACG00000012557_ENSGACT00000011114	ref_chrXII	0.0063	0.0194	0.3277
ENSGACG00000012557_ENSGACT00000011114	sin	0.0267	0.0930	0.2869
ENSGACG00000012557_ENSGACT00000011114	sinprivate	0.0000	0.0000	0.2462
ENSGACG00000012557_ENSGACT00000011114	tym	0.0342	0.1081	0.3168
ENSGACG00000012557_ENSGACT00000011114	X	0.0332	0.1167	0.2841
ENSGACG00000012557_ENSGACT00000011114	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000012557_ENSGACT00000011114	Y	0.0132	0.0730	0.1810
ENSGACG00000012557_ENSGACT00000011114	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012568_ENSGACT00000010738	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012568_ENSGACT00000010738	sin	0.0000	0.0000	1.3713
ENSGACG00000012568_ENSGACT00000010738	sinprivate	0.0000	0.0000	1.0779
ENSGACG00000012568_ENSGACT00000010738	tym	0.0000	0.0000	99.0000
ENSGACG00000012568_ENSGACT00000010738	X	0.0000	0.0000	99.0000
ENSGACG00000012568_ENSGACT00000010738	Xprivate	0.0000	0.0000	2.3710
ENSGACG00000012568_ENSGACT00000010738	Y	0.0000	0.0000	0.0010
ENSGACG00000012568_ENSGACT00000010738	Yprivate	0.0000	0.0000	2.5452
ENSGACG00000012574_ENSGACT00000010731	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012574_ENSGACT00000010731	sin	0.0140	0.1018	0.1376
ENSGACG00000012574_ENSGACT00000010731	sinprivate	0.0000	0.0000	0.0957
ENSGACG00000012574_ENSGACT00000010731	tym	0.0140	0.1043	0.1346
ENSGACG00000012574_ENSGACT00000010731	X	0.0149	0.0989	0.1512
ENSGACG00000012574_ENSGACT00000010731	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012574_ENSGACT00000010731	Y	0.0149	0.0989	0.1512
ENSGACG00000012574_ENSGACT00000010731	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012633_ENSGACT00000010699	ref_chrXII	0.0000	0.0000	0.0010
ENSGACG00000012633_ENSGACT00000010699	sin	0.0108	0.1257	0.0862
ENSGACG00000012633_ENSGACT00000010699	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012633_ENSGACT00000010699	tym	0.0108	0.1134	0.0951
ENSGACG00000012633_ENSGACT00000010699	X	0.0108	0.1134	0.0951
ENSGACG00000012633_ENSGACT00000010699	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012633_ENSGACT00000010699	Y	0.0108	0.1134	0.0951
ENSGACG00000012633_ENSGACT00000010699	Yprivate	0.0000	0.0000	0.0010
ENSGACG00000012645_ENSGACT00000010699	ref_chrXII	0.0000	0.0027	0.0010
ENSGACG00000012645_ENSGACT00000010699	sin	0.0068	0.1272	0.0537
ENSGACG00000012645_ENSGACT00000010699	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012645_ENSGACT00000010699	tym	0.0073	0.1310	0.0559
ENSGACG00000012645_ENSGACT00000010699	X	0.0063	0.1305	0.0479
ENSGACG00000012645_ENSGACT00000010699	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012645_ENSGACT00000010699	Y	0.0062	0.1289	0.0485
ENSGACG00000012645_ENSGACT00000010699	Yprivate	0.0000	0.0000	0.1411
ENSGACG00000012657_ENSGACT00000010661	ref_chrXII	0.0036	0.0000	99.0000
ENSGACG00000012657_ENSGACT00000010661	sin	0.0369	0.1218	0.3031
ENSGACG00000012657_ENSGACT00000010661	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012657_ENSGACT00000010661	tym	0.0369	0.1114	0.3314
ENSGACG00000012657_ENSGACT00000010661	X	0.0368	0.1119	0.3292
ENSGACG00000012657_ENSGACT00000010661	Xprivate	0.0000	0.0000	0.3240
ENSGACG00000012657_ENSGACT00000010661	Y	0.0368	0.1119	0.3292
ENSGACG00000012657_ENSGACT00000010661	Yprivate	0.0000	0.0000	0.8733
ENSGACG00000012662_ENSGACT00000010661	ref_chrXII	0.0005	0.0022	0.2264
ENSGACG00000012662_ENSGACT00000010661	sin	0.0303	0.0943	0.3215
ENSGACG00000012662_ENSGACT00000010661	sinprivate	0.0000	0.0000	99.0000
ENSGACG00000012662_ENSGACT00000010661	tym	0.0320	0.0966	0.3317
ENSGACG00000012662_ENSGACT00000010661	X	0.0300	0.1000	0.3001
ENSGACG00000012662_ENSGACT00000010661	Xprivate	0.0000	0.0000	0.3241
ENSGACG00000012662_ENSGACT00000010661	Y	0.0287	0.0961	0.2982
ENSGACG00000012662_ENSGACT00000010661	Yprivate	0.0000	0.0000	0.3512
ENSGACG00000012683_ENSGACT00000010569	ref_chrXII	0.0009	0.0043	0.2053
ENSGACG00000012683_ENSGACT00000010569	sin	0.0118	0.1572	0.0751
ENSGACG00000012683_ENSGACT00000010569	sinprivate	0.0000	0.0000	0.0320
ENSGACG00000012683_ENSGACT00000010569	tym	0.0117	0.1605	0.0729
ENSGACG00000012683_ENSGACT00000010569	X	0.0112	0.1478	0.0759
ENSGACG00000012683_ENSGACT00000010569	Xprivate	0.0000	0.0000	0.0010
ENSGACG00000012683_ENSGACT00000010569	Y	0.0109	0.1477	0.0739
ENSGACG00000012683_ENSGACT00000010569	Yprivate	0.0000	0.0000	0.1361
ENSGACG00000012700_ENSGACT00000010515	ref_chrXII	0.0000	0.0043	0.0010
ENSGACG00000012700_ENSGACT00000010515	sin	0.0079	0.1520	0.0518
ENSGACG00000012700_ENSGACT00000010515	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012700_ENSGACT00000010515	tym	0.0094	0.1682	0.0561
ENSGACG00000012700_ENSGACT00000010515	X	0.0079	0.1921	0.0412
ENSGACG00000012700_ENSGACT00000010515	Xprivate	0.0000	0.0000	99.0000
ENSGACG00000012700_ENSGACT00000010515	Y	0.0079	0.1921	0.0412
ENSGACG00000012700_ENSGACT00000010515	Yprivate	0.0000	0.0000	99.0000
ENSGACG00000012702_ENSGACT00000010374	ref_chrXII	0.0000	0.0068	0.0010
ENSGACG00000012702_ENSGACT00000010374	sin	0.0051	0.1215	0.0421
ENSGACG00000012702_ENSGACT00000010374	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012702_ENSGACT00000010374	tym	0.0050	0.1376	0.0365
ENSGACG00000012702_ENSGACT00000010374	X	0.0065	0.1369	0.0476
ENSGACG00000012702_ENSGACT00000010374	Xprivate	0.0000	0.0000	0.0759
ENSGACG00000012702_ENSGACT00000010374	Y	0.0065	0.1300	0.0499
ENSGACG00000012702_ENSGACT00000010374	Yprivate	0.0000	0.0000	0.1261
ENSGACG00000012702_ENSGACT00000010380	ref_chrXII	0.0000	0.0071	0.0010
ENSGACG00000012702_ENSGACT00000010380	sin	0.0053	0.1223	0.0434
ENSGACG00000012702_ENSGACT00000010380	sinprivate	0.0000	0.0000	0.0010
ENSGACG00000012702_ENSGACT00000010380	tym	0.0052	0.1392	0.0374
ENSGACG00000012702_ENSGACT00000010380	X	0.0068	0.1364	0.0498
